x,experiment,tree_ID,spec,drought_timing,block,rep,treatment,drought_start_doy,dendrometer,dendro_start_doy,dendro_end_doy,species_lat,species_en,genus,family,drought_tolerance,drought_index,wood_anatomy,deciduousness,diameter_1_init,diameter_2_init,diameter_3_init,height_1_init,height_2_init,height_3_init,,,diameter_1GS,height_1_corr,diameter_2GS,notes,height_1GS,height1G2,notes_height,SAM_status,doy_stage_1,doy_stage_2,doy_stage_3,doy_stage_4,shoot_height_date,shoot_height_date,photo_max_date,photo_max_date,biomass_root,biomass_old_shoot,biomass_new_shoot,biomass_adventitious_shoots,number_adventitious_shoots,status,,,,,,,
1,drought,Pico_Dro4_B2_R9,Pico,Dro4,2,9,drought_4,doy jul,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.9,,,26.3,,,,,9.4,,,,41,,,,132,,,,,,,,7.6,6.3,2.3,0.0,0.0,,,,,,,,
2,drought,Pico_Dro4_B2_R10,Pico,Dro4,2,10,drought_4,doy jul,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.8,,,28,,,,,10.4,,,,57,,,,132,135,,,,,,,16.9,14.1,4.3,0.0,0.0,,,,,,,,
1,drought,Pico_Dro4_B3_R11,Pico,Dro4,3,11,drought_4,doy jul,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,9,,,34.5,,,,,12.3,,,,57.5,,,,,132,,,,,,,15.2,14.2,6.8,0.0,0.0,,,,,,,,
2,drought,Pico_Dro4_B3_R12,Pico,Dro4,3,12,drought_4,doy jul,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.4,,,24.5,,,,,9.9,,,,48,,,,,132,,,,,,,6.5,7.0,3.1,0.0,0.0,,,,,,,,
1,drought,Pico_Dro4_B3_R13,Pico,Dro4,3,13,drought_4,doy jul,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,8.6,,,26.5,,,,,11.2,,,,48,,,,132,135,,,,,,,10.9,9.3,4.9,0.0,0.0,,,,,,,,
2,drought,Pico_Dro4_B3_R14,Pico,Dro4,3,14,drought_4,doy jul,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.7,,,29,,,,,11.2,,,,52.5,,,,132,135,,,,,,,12.0,9.1,3.4,0.0,0.0,,,,,,,,
1,drought,Pico_Dro4_B3_R15,Pico,Dro4,3,15,drought_4,doy jul,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,6.7,,,24,,,,,8.3,,,,37,,"SAM, measured tallest side",,132,135,,,,,,,6.3,6.7,1.6,0.0,0.0,,,,,,,,
2,drought,Pico_defol1_B1_R1,Pico,defol1,1,1,defol1,NA,mag_den,Aug,Sep,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.6,,,25,,,,,9.7,,,,44.5,,,,,132,,,,,,,8.2,6.9,2.4,0.0,0.0,,,,,,,,
1,drought,Pico_defol1_B1_R2,Pico,defol1,1,2,defol1,NA,mag_den,Aug,Sep,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.8,,,35,,,,,10.7,,,,50.5,,,,,132,,,,,,,10.6,9.9,6.4,0.0,0.0,,,,,,,,
2,drought,Pico_defol1_B1_R3,Pico,defol1,1,3,defol1,NA,mag_den,Aug,Sep,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,9.2,,,27.5,,,,,11.5,,,,42,,,,,132,,,,,,,8.5,9.6,3.0,0.0,0.0,,,,,,,,
1,drought,Pico_defol1_B1_R4,Pico,defol1,1,4,defol1,NA,mag_den,Aug,Sep,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,10.1,,,27.5,,,,,8.8,,,discrepancy,35,,,,132,135,,,,,,,6.6,6.6,2.7,0.0,0.0,,,,,,,,
2,drought,Pico_defol1_B1_R5,Pico,defol1,1,5,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.3,,,32.5,,,,,9,,,,51,,,,132,135,,,,,,,8.4,7.0,6.1,0.0,0.0,,,,,,,,
1,drought,Pico_defol1_B2_R6,Pico,defol1,2,6,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.4,,,22,,,,,9.1,,,,32,,,,,132,,,,,,,5.4,4.1,2.9,0.0,0.0,,,,,,,,
2,drought,Pico_defol1_B2_R7,Pico,defol1,2,7,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,10.4,,,28,,,,,10.5,,,,39,,"SAM dead, highest side",,,132,,,,,,,5.5,7.2,1.5,0.0,0.0,,,,,,,,
1,drought,Pico_defol1_B2_R8,Pico,defol1,2,8,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.9,,,30,,,,,10.3,,,,50.5,,,,,132,,,,,,,10.5,8.6,5.4,0.0,0.0,,,,,,,,
2,drought,Pico_defol1_B2_R9,Pico,defol1,2,9,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,10.3,,,38,,,,,14.3,,,,51,,,,,132,,,,,,,19.6,18.7,5.3,0.0,0.0,,,,,,,,
1,drought,Pico_defol1_B2_R10,Pico,defol1,2,10,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,10.3,,,35,,,,,12.6,,,,54,,,,132,,,,,,,,13.5,16.2,7.4,0.0,0.0,,,,,,,,
2,drought,Pico_defol1_B3_R11,Pico,defol1,3,11,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,8.4,,,20.5,,,,,9,,,,34.5,,,,132,135,,,,,,,6.5,6.7,3.5,0.0,0.0,,,,,,,,
1,drought,Pico_defol1_B3_R12,Pico,defol1,3,12,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.2,,,21,,,,,9,,,,39.5,,,,132,135,,,,,,,8.9,6.6,3.1,0.0,0.0,,,,,,,,
2,drought,Pico_defol1_B3_R13,Pico,defol1,3,13,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,8.1,,,24,,,,,9.5,,,,44,,,,132,135,,,,,,,13.1,9.2,5.6,0.0,0.0,,,,,,,,
1,drought,Pico_defol1_B3_R14,Pico,defol1,3,14,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.4,,,18,,,,,10,,,,35,,,,132,135,,,,,,,11.0,7.7,2.9,0.0,0.0,,,,,,,,
2,drought,Pico_defol1_B3_R15,Pico,defol1,3,15,defol1,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,6.5,,,21.5,,,,,9.3,,,,42,,,,,132,,,,,,,7.8,5.6,2.5,0.0,0.0,,,,,,,,
2,defoliation,Pico_defol2_B1_R1,Pico,defol2,1,1,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.5,,,22.5,,,,,9.8,,,,53,,"no label, assume",,,132,,,,,,,10.2,7.6,4.8,0.0,0.0,,,,,,,,
1,defoliation,Pico_defol2_B1_R2,Pico,defol2,1,2,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,6.3,,,22,,,,,8.6,,,,47,,,,,135,,,,,,,8.3,4.5,2.7,0.0,0.0,,,,,,,,
2,defoliation,Pico_defol2_B1_R3,Pico,defol2,1,3,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,9,,,32,,,,,10.2,,,,47.5,,"Sam dead, highest side",,,132,,,,,,,10.2,8.2,5.7,0.0,0.0,,,,,,,,
1,defoliation,Pico_defol2_B1_R4,Pico,defol2,1,4,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.9,,,26.5,,,,,10.3,,,,39.5,,,,,132,,,,,,,10.3,8.6,6.6,0.0,0.0,,,,,,,,
2,defoliation,Pico_defol2_B1_R5,Pico,defol2,1,5,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,6.8,,,29,,,,,8.4,,,,44,,,,,132,,,,,,,7.6,7.2,4.2,0.0,0.0,,,,,,,,
1,defoliation,Pico_defol2_B2_R6,Pico,defol2,2,6,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,6.5,,,27,,,,,7.4,,,,30,,,,132,,,,,,,,6.1,5.2,1.9,0.0,0.0,,,,,,,,
2,defoliation,Pico_defol2_B2_R7,Pico,defol2,2,7,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.8,,,30,,,,,10,,,,49,,,,132,,,,,,,,8.6,8.0,3.6,0.0,0.0,,,,,,,,
1,defoliation,Pico_defol2_B2_R8,Pico,defol2,2,8,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,6.6,,,25,,,,,8.6,,,,40,,"SAM dead, highest side",,132,135,,,,,,,7.0,6.3,3.5,0.0,0.0,,,,,,,,
2,defoliation,Pico_defol2_B2_R9,Pico,defol2,2,9,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,9.3,,,35,,,,,10.9,,,discrepancy,61.5,,,,,132,,,,,,,13.1,8.7,7.5,0.0,0.0,,,,,,,,
1,defoliation,Pico_defol2_B2_R10,Pico,defol2,2,10,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,9.2,,,25,,,,,11.6,,,,37.5,,,,132,,,,,,,,12.6,9.7,5.0,0.0,0.0,,,,,,,,
2,defoliation,Pico_defol2_B3_R11,Pico,defol2,3,11,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,9.7,,,28.5,,,,,11.6,,,,55.5,,,,,132,,,,,,,12.9,11.3,8.3,0.0,0.0,,,,,,,,
1,defoliation,Pico_defol2_B3_R12,Pico,defol2,3,12,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.7,,,24.5,,,,,9,,,,53.5,,,,132,135,,,,,,,9.1,6.3,4.9,0.0,0.0,,,,,,,,
2,defoliation,Pico_defol2_B3_R13,Pico,defol2,3,13,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,8.8,,,33.5,,,,,10.1,,,,65,,,,,132,,,,,,,11.0,10.6,7.1,0.0,0.0,,,,,,,,
1,defoliation,Pico_defol2_B3_R14,Pico,defol2,3,14,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,8.2,,,32.5,,,,,10.6,,,,46.5,,,,132,,,,,,,,11.1,9.4,5.6,0.0,0.0,,,,,,,,
2,defoliation,Pico_defol2_B3_R15,Pico,defol2,3,15,defol2,NA,no,NA,NA,Pinus contorta latifolia,lodgepole pine,Pinus,Pinaceae,yes,4.21±0.38,non-porous,evergreen,7.8,,,20,,,,,10.3,,,,54.5,,,,,132,,,,,,,12.4,7.5,5.4,0.0,0.0,,,,,,,,
1,control,Thpl_Con_B1_R1,Thpl,Con,1,1,control,NA,mag_den,April,Dez,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,14.3,,,106,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,control,Thpl_Con_B1_R2,Thpl,Con,1,2,control,NA,mag_den,April,Dez,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,6.9,,,66,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,control,Thpl_Con_B1_R3,Thpl,Con,1,3,control,NA,mag_den,April,Dez,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,11.1,,,76,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,control,Thpl_Con_B1_R4,Thpl,Con,1,4,control,NA,mag_den,April,Dez,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,13.6,,,92,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,control,Thpl_Con_B1_R5,Thpl,Con,1,5,control,NA,swiss_den,April,Dez,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,6.1,,,66,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,control,Thpl_Con_B2_R6,Thpl,Con,2,6,control,NA,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,7.3,,,50.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,control,Thpl_Con_B2_R7,Thpl,Con,2,7,control,NA,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,13.3,,,111,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,control,Thpl_Con_B2_R8,Thpl,Con,2,8,control,NA,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,12.4,,,121.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,control,Thpl_Con_B2_R9,Thpl,Con,2,9,control,NA,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,11.8,,,93,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,control,Thpl_Con_B2_R10,Thpl,Con,2,10,control,NA,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,9.6,,,114.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,control,Thpl_Con_B3_R11,Thpl,Con,3,11,control,NA,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,8.2,,,69,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,control,Thpl_Con_B3_R12,Thpl,Con,3,12,control,NA,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,5.5,,,61,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,control,Thpl_Con_B3_R13,Thpl,Con,3,13,control,NA,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,5.3,,,48,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,control,Thpl_Con_B3_R14,Thpl,Con,3,14,control,NA,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,7.5,,,68,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,control,Thpl_Con_B3_R15,Thpl,Con,3,15,control,NA,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,4.7,,,43,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro1_B1_R1,Thpl,Dro1,1,1,drought_1,doy leaf-out,mag_den,April,Mai,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,5.9,,,60,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro1_B1_R2,Thpl,Dro1,1,2,drought_1,doy leaf-out,mag_den,April,Mai,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,5.4,,,58,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro1_B1_R3,Thpl,Dro1,1,3,drought_1,doy leaf-out,mag_den,April,Mai,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,10.2,,,82,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro1_B1_R4,Thpl,Dro1,1,4,drought_1,doy leaf-out,mag_den,April,Mai,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,7.1,,,83,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro1_B1_R5,Thpl,Dro1,1,5,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,9.9,,,98,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro1_B2_R6,Thpl,Dro1,2,6,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,4.4,,,44,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro1_B2_R7,Thpl,Dro1,2,7,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,9.1,,,86,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro1_B2_R8,Thpl,Dro1,2,8,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,11,,,84,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro1_B2_R9,Thpl,Dro1,2,9,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,7.7,,,112,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro1_B2_R10,Thpl,Dro1,2,10,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,10,,,77.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro1_B3_R11,Thpl,Dro1,3,11,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,8.3,,,66,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro1_B3_R12,Thpl,Dro1,3,12,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,12.8,,,79.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro1_B3_R13,Thpl,Dro1,3,13,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,8.1,,,68,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro1_B3_R14,Thpl,Dro1,3,14,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,6.1,,,64.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro1_B3_R15,Thpl,Dro1,3,15,drought_1,doy leaf-out,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,10.8,,,96.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro2_B1_R1,Thpl,Dro2,1,1,drought_2,doy 15_may,mag_den,Mai,Jun,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,5.2,,,50,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro2_B1_R2,Thpl,Dro2,1,2,drought_2,doy 15_may,mag_den,Mai,Jun,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,5,,,62,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro2_B1_R3,Thpl,Dro2,1,3,drought_2,doy 15_may,mag_den,Mai,Jun,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,8.4,,,63,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro2_B1_R4,Thpl,Dro2,1,4,drought_2,doy 15_may,mag_den,Mai,Jun,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,7.1,,,69.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro2_B1_R5,Thpl,Dro2,1,5,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,12.5,,,95.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro2_B2_R6,Thpl,Dro2,2,6,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,7.8,,,79,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro2_B2_R7,Thpl,Dro2,2,7,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,4.7,,,43,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro2_B2_R8,Thpl,Dro2,2,8,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,10.6,,,121,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro2_B2_R9,Thpl,Dro2,2,9,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,10,,,63,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro2_B2_R10,Thpl,Dro2,2,10,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,4,,,55,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro2_B3_R11,Thpl,Dro2,3,11,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,9.5,,,73,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro2_B3_R12,Thpl,Dro2,3,12,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,9.8,,,95,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro2_B3_R13,Thpl,Dro2,3,13,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,4.5,,,43,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro2_B3_R14,Thpl,Dro2,3,14,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,10.7,,,119.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro2_B3_R15,Thpl,Dro2,3,15,drought_2,doy 15_may,no,NA,NA,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,7.2,,,71,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro3_B1_R1,Thpl,Dro3,1,1,drought_3,doy solstice,mag_den,Jun,Jul,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,5.9,,,63.5,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
1,drought,Thpl_Dro3_B1_R2,Thpl,Dro3,1,2,drought_3,doy solstice,mag_den,Jun,Jul,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,5.9,,,75,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
2,drought,Thpl_Dro3_B1_R3,Thpl,Dro3,1,3,drought_3,doy solstice,mag_den,Jun,Jul,Thuja plicata,Western Redcedar,Thuja,Cupressaceae,no,2.23±0.25 ,non-porous,evergreen,12.7,,,123,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,
