"","species","treatment","id","a","b","c","type","per10","per50","per90"
"181","Acma","Dro3","Acma_Dro3_B1_R4",6.13151144551388,282.367833034741,-7.33372485213106,"CCI",298.481673523265,282.367833034741,266.253992546217
"182","Acma","Dro3","Acma_Dro3_B1_R5",6.57235048594044,217.468857089871,11.5783758847941,"CCI",192.028565030164,217.468857089871,242.909149149577
"183","Acma","defol1","Acma_defol1_B1_R1",17.5807721062259,287.246664383239,-15.191681341411,"CCI",320.626199997647,287.246664383239,253.86712876883
"184","Acma","defol1","Acma_defol1_B1_R2",13.8705988405952,277.157021291419,-33.8306268813728,"CCI",351.490506141863,277.157021291419,202.823536440975
"185","Acma","defol1","Acma_defol1_B1_R3",8.96861422724238,269.059359411388,-11.6411153414354,"CCI",294.637504147195,269.059359411388,243.48121467558
"186","Acma","defol1","Acma_defol1_B1_R4",12.6580918323594,266.464984680107,-17.0491303028327,"CCI",303.925752803699,266.464984680107,229.004216556515
"187","Acma","defol1","Acma_defol1_B1_R5",13.0714853321296,277.123358169245,-12.5842413856282,"CCI",304.773762628879,277.123358169245,249.472953709611
"188","Acma","GS_ext","Acma_GS_ext_B1_R1",7.27974535589384,278.852078877196,-7.99078616319629,"CCI",296.409630627209,278.852078877196,261.294527127183
"189","Acma","GS_ext","Acma_GS_ext_B1_R2",9.59070291543728,300.230126046651,-21.2756547291691,"CCI",346.977517516501,300.230126046651,253.482734576801
"190","Acma","GS_ext","Acma_GS_ext_B1_R4",9.31050434285124,282.694224277561,-8.96879417664346,"CCI",302.400679271552,282.694224277561,262.98776928357
"191","Acma","GS_ext","Acma_GS_ext_B1_R5",8.4243117215818,306.619739702116,-41.1473270132384,"CCI",397.029657907294,306.619739702116,216.209821496938
"192","Acma","GS_ext_heat","Acma_GS_ext_heat_B1_R1",25.7410447732224,278.982105747337,-6.16080168489617,"CCI",292.518770625485,278.982105747337,265.445440869189
"193","Acma","GS_ext_heat","Acma_GS_ext_heat_B1_R2",17.3367927332532,261.994374271977,-16.2043079278738,"CCI",297.598877909826,261.994374271977,226.389870634128
"194","Acma","GS_ext_heat","Acma_GS_ext_heat_B1_R3",7.60397965617563,271.453715275649,-4.55908363651579,"CCI",281.471045891933,271.453715275649,261.436384659366
"195","Acma","GS_ext_heat","Acma_GS_ext_heat_B1_R4",16.5235034531116,282.948894352376,-15.098857905166,"CCI",316.124476031314,282.948894352376,249.773312673438
"196","Acma","con_heat","Acma_con_heat_B1_R1",12.1273019251331,273.930348921432,-5.56951059145505,"CCI",286.167814476712,273.930348921432,261.692883366153
"197","Acma","con_heat","Acma_con_heat_B1_R2",24.2713808284035,276.923608610249,-13.8900006372006,"CCI",307.443059389522,276.923608610249,246.404157830976
"198","Acma","con_heat","Acma_con_heat_B1_R3",23.5849391670587,284.742370328252,-28.1465957549625,"CCI",346.586762289403,284.742370328252,222.897978367101
"199","Acma","con_heat","Acma_con_heat_B1_R4",22.2400889553229,282.434758349522,-10.9447915867751,"CCI",306.482923417807,282.434758349522,258.386593281237
"200","Acma","con_heat","Acma_con_heat_B1_R5",22.3500865861636,280.818785862254,-13.8247685658408,"CCI",311.194907131105,280.818785862254,250.442664593404
"201","Acma","defol2","Acma_defol2_B1_R2",22.0501301644427,295.603060504634,-3.75050819351446,"CCI",303.843769284924,295.603060504634,287.362351724343
"202","Acma","defol2","Acma_defol2_B1_R5",8.47815960251473,306.088850703217,-10.8653605980524,"CCI",329.962488050878,306.088850703217,282.215213355556
"203","Acma","Con","Acma_Con_B2_R6",6.85480165035767,299.052930088138,-50.0601247933327,"CCI",409.046266628566,299.052930088138,189.059593547709
"204","Acma","Con","Acma_Con_B2_R8",7.43650297963295,278.451291406955,-21.639963391434,"CCI",325.999150823269,278.451291406955,230.90343199064
"205","Acma","Con","Acma_Con_B2_R9",7.09187175146955,272.990411398768,-6.99598548956957,"CCI",288.362162659138,272.990411398768,257.618660138398
"206","Acma","Con","Acma_Con_B3_R11",8.62354084842692,287.975612780303,-12.5086909021319,"CCI",315.460015860769,287.975612780303,260.491209699836
"207","Acma","Con","Acma_Con_B3_R12",7.38939550153742,286.49188886682,-5.81473190489354,"CCI",299.268160718874,286.49188886682,273.715617014767
"208","Acma","Con","Acma_Con_B3_R13",7.84656812180861,274.069907087847,-10.6704178522293,"CCI",297.515211443213,274.069907087847,250.624602732482
"209","Acma","Con","Acma_Con_B3_R15",10.2194595167847,267.986919728717,-4.38843386331491,"CCI",277.629294469207,267.986919728717,258.344544988227
"210","Acma","Dro1","Acma_Dro1_B2_R6",23.9779789655583,276.391005723695,-5.06093626923241,"CCI",287.511019278784,276.391005723695,265.270992168605
"211","Acma","Dro1","Acma_Dro1_B2_R7",49.1470130873562,245.87633539374,-25.1557931707438,"CCI",301.149262410885,245.87633539374,190.603408376595
"212","Acma","Dro1","Acma_Dro1_B2_R8",19.0153030395022,279.068212744746,-6.78838004706499,"CCI",293.983808224456,279.068212744746,264.152617265036
"213","Acma","Dro1","Acma_Dro1_B2_R10",29.8243376651391,288.46471388386,-11.3414996545885,"CCI",313.384535668772,288.46471388386,263.544892098948
"214","Acma","Dro1","Acma_Dro1_B3_R11",24.9401633184446,274.87122294162,-7.65760295027708,"CCI",291.696696347451,274.87122294162,258.045749535789
"215","Acma","Dro1","Acma_Dro1_B3_R12",30.836582375858,272.613124795831,-2.46725586654168,"CCI",278.034240024373,272.613124795831,267.192009567288
"216","Acma","Dro1","Acma_Dro1_B3_R13",13.1626234040497,268.165050040735,-3.69943838544951,"CCI",276.293546983586,268.165050040735,260.036553097885
"217","Acma","Dro2","Acma_Dro2_B2_R6",6.31455896280597,296.878268448846,-15.4556336576554,"CCI",330.837766579752,296.878268448846,262.918770317941
"218","Acma","Dro2","Acma_Dro2_B2_R7",9.34649621597878,282.562274465649,-8.95066716008546,"CCI",302.228900333345,282.562274465649,262.895648597953
"219","Acma","Dro2","Acma_Dro2_B2_R8",8.22546822668985,277.345839228995,-6.18785048564712,"CCI",290.941936396941,277.345839228995,263.74974206105
"220","Acma","Dro2","Acma_Dro2_B2_R10",9.17077715393812,276.551999395889,-5.09849551814876,"CCI",287.754539055804,276.551999395889,265.349459735974
"221","Acma","Dro2","Acma_Dro2_B3_R15",6.92383609155136,280.095730676565,-8.1237452934049,"CCI",297.945423495254,280.095730676565,262.246037857876
"222","Acma","Dro3","Acma_Dro3_B2_R6",6.63540794970252,283.27837128818,-4.85111476319246,"CCI",293.937359873345,283.27837128818,272.619382703015
"223","Acma","Dro3","Acma_Dro3_B2_R7",6.99406552188454,292.367526026369,-6.22429780670871,"CCI",306.043706143929,292.367526026369,278.691345908809
"224","Acma","Dro3","Acma_Dro3_B2_R9",8.84378858676215,300.200059209757,-21.6050667823189,"CCI",347.671242938859,300.200059209757,252.728875480656
"225","Acma","Dro3","Acma_Dro3_B3_R14",11.2248868695813,273.0021495379,-4.29302470727172,"CCI",282.43488893583,273.0021495379,263.569410139971
"226","Acma","defol1","Acma_defol1_B2_R6",43.5549826965478,279.333479313614,-15.6466977901278,"CCI",313.712788252235,279.333479313614,244.954170374993
"227","Acma","defol1","Acma_defol1_B2_R7",12.4662237162969,309.118858518793,-27.4734289836912,"CCI",369.484151905461,309.118858518793,248.753565132126
"228","Acma","defol1","Acma_defol1_B3_R11",17.3005307512502,286.657398137156,-8.03065032764068,"CCI",304.302540409041,286.657398137156,269.012255865271
"229","Acma","defol1","Acma_defol1_B3_R12",24.7152633621653,259.899718260446,-14.178971025095,"CCI",291.054101878123,259.899718260446,228.745334642769
"230","Acma","defol1","Acma_defol1_B3_R13",13.4498007075267,297.302360417256,-3.46825118387091,"CCI",304.922887158832,297.302360417256,289.681833675679
"231","Acma","defol1","Acma_defol1_B3_R14",12.9045595908497,272.470442005389,-5.45112340575966,"CCI",284.447784326617,272.470442005389,260.493099684161
"232","Acma","GS_ext","Acma_GS_ext_B2_R7",12.1713770350913,255.068705420448,-41.360753665265,"CCI",345.947569910917,255.068705420448,164.189840929979
"233","Acma","GS_ext","Acma_GS_ext_B2_R8",6.97324326239753,280.430834755377,-7.00869452003537,"CCI",295.83051060984,280.430834755377,265.031158900913
"234","Acma","GS_ext","Acma_GS_ext_B2_R9",5.95427440802831,278.522819965846,-6.54216356773493,"CCI",292.897422545827,278.522819965846,264.148217385865
"235","Acma","GS_ext","Acma_GS_ext_B2_R10",13.2150040141339,278.619298897758,-4.32951766978218,"CCI",288.132221529815,278.619298897758,269.106376265701
"236","Acma","GS_ext","Acma_GS_ext_B3_R11",5.78001496275375,270.974458739294,-3.58196795910701,"CCI",278.844846774275,270.974458739294,263.104070704313
"237","Acma","GS_ext","Acma_GS_ext_B3_R12",17.4245466719454,266.542331954618,-12.3608124315789,"CCI",293.701812825126,266.542331954618,239.38285108411
"238","Acma","GS_ext","Acma_GS_ext_B3_R14",8.81821964985841,272.104857776161,-3.09153841198185,"CCI",278.897661956746,272.104857776161,265.312053595575
"239","Acma","GS_ext_heat","Acma_GS_ext_heat_B2_R6",12.358653870305,279.759874165648,-2.89182607375728,"CCI",286.113865488289,279.759874165648,273.405882843007
"240","Acma","GS_ext_heat","Acma_GS_ext_heat_B2_R7",14.2143591176553,275.245432497169,-11.8448910755077,"CCI",301.271318284145,275.245432497169,249.219546710193
"241","Acma","GS_ext_heat","Acma_GS_ext_heat_B2_R8",14.9334864979287,285.00166310594,-18.2588916534968,"CCI",325.120548601922,285.00166310594,244.882777609958
"242","Acma","GS_ext_heat","Acma_GS_ext_heat_B2_R9",10.7795420187123,279.102192949182,-5.18048260182041,"CCI",290.484876644364,279.102192949182,267.719509253999
"243","Acma","GS_ext_heat","Acma_GS_ext_heat_B2_R10",9.58128906052955,287.531763198496,-40.5001713784976,"CCI",376.51973513766,287.531763198496,198.543791259332
"244","Acma","GS_ext_heat","Acma_GS_ext_heat_B3_R12",11.913216921783,264.077292221115,-26.4393346284871,"CCI",322.170448075244,264.077292221115,205.984136366987
"245","Acma","GS_ext_heat","Acma_GS_ext_heat_B3_R13",8.6852356354512,289.748235640222,-9.13458036455222,"CCI",309.818960120869,289.748235640222,269.677511159575
"246","Acma","GS_ext_heat","Acma_GS_ext_heat_B3_R14",15.3160801982007,274.28829600569,-6.06831913237318,"CCI",287.62175594646,274.28829600569,260.95483606492
"247","Acma","GS_ext_heat","Acma_GS_ext_heat_B3_R15",9.39567027251542,276.823430352546,-3.81538223157942,"CCI",285.206681963705,276.823430352546,268.440178741388
"248","Acma","con_heat","Acma_con_heat_B2_R6",11.1919339516667,293.283620580245,-15.4685970420038,"CCI",327.271602177846,293.283620580245,259.295638982644
"249","Acma","con_heat","Acma_con_heat_B2_R7",12.6877914563407,289.539123515639,-20.8284568546127,"CCI",335.303920824581,289.539123515639,243.774326206697
"250","Acma","con_heat","Acma_con_heat_B2_R8",24.848925977924,275.705571015472,-29.6611652485492,"CCI",340.877812292016,275.705571015472,210.533329738929
"251","Acma","con_heat","Acma_con_heat_B2_R9",17.4988641009881,288.097325535826,-13.5829839236393,"CCI",317.942191646409,288.097325535826,258.252459425242
"252","Acma","con_heat","Acma_con_heat_B3_R12",18.2497283678424,269.827912655186,-14.9109637332723,"CCI",302.5906486417,269.827912655186,237.065176668671
"253","Acma","con_heat","Acma_con_heat_B3_R13",12.3083961726364,270.416170164252,-6.92617833038108,"CCI",285.634539418779,270.416170164252,255.197800909725
"254","Acma","con_heat","Acma_con_heat_B3_R14",18.6137012696298,277.768620992276,-4.51863088841983,"CCI",287.697067836222,277.768620992276,267.840174148329
"255","Acma","con_heat","Acma_con_heat_B3_R15",11.781997468469,293.283356852913,-5.43131745930016,"CCI",305.217181061803,293.283356852913,281.349532644023
"256","Acma","defol2","Acma_defol2_B2_R6",11.7673101637927,311.833737050174,-19.8365950605174,"CCI",355.419191247809,311.833737050174,268.248282852539
"257","Acma","defol2","Acma_defol2_B2_R8",17.8193653474368,281.623073022389,-8.65566270443188,"CCI",300.641507849699,281.623073022389,262.604638195079
"258","Acma","defol2","Acma_defol2_B2_R9",13.3768318371722,287.546013700638,-15.9763709326398,"CCI",322.649688570474,287.546013700638,252.442338830801
"259","Acma","defol2","Acma_defol2_B3_R12",24.0055455169821,286.769544351532,-39.5067172981227,"CCI",373.574674568841,286.769544351532,199.964414134223
"260","Acma","defol2","Acma_defol2_B3_R14",8.26241209407201,306.127938510238,-11.3994575978021,"CCI",331.175106912431,306.127938510238,281.080770108045
"261","Acma","defol2","Acma_defol2_B3_R15",16.8215550077186,288.773689616773,-7.70885677925377,"CCI",305.711779195315,288.773689616773,271.835600038232
"262","Bepa","Con","Bepa_Con_B1_R4",8.50809257549296,245.585726256909,28.3949072541113,"CCI",183.195738166993,245.585726256909,307.975714346825
"263","Bepa","Dro1","Bepa_Dro1_B1_R1",11.3089174121422,340.381283183248,-23.0601750821913,"CCI",391.049666631515,340.381283183248,289.712899734981
"264","Bepa","Dro1","Bepa_Dro1_B1_R2",20.683145747535,302.821628299292,-18.2701375214257,"CCI",342.965223492681,302.821628299292,262.678033105902
"265","Bepa","Dro3","Bepa_Dro3_B1_R4",16.3176075652976,293.552382072932,-5.92312969144357,"CCI",306.566828205722,293.552382072932,280.537935940142
"266","Bepa","Dro4","Bepa_Dro4_B1_R5",16.2560419073512,244.671762061592,4.76720934580404,"CCI",234.197132521684,244.671762061592,255.146391601499
"267","Bepa","defol1","Bepa_defol1_B1_R1",15.7385869924185,296.987679452915,-17.880074806405,"CCI",336.274219262158,296.987679452915,257.701139643671
"268","Bepa","defol1","Bepa_defol1_B1_R4",13.4558694682226,304.083969418361,-17.2040755397004,"CCI",341.88518702454,304.083969418361,266.282751812183
"269","Bepa","defol1","Bepa_defol1_B1_R5",18.6249249979366,298.829482645959,-9.35058765959859,"CCI",319.374823664165,298.829482645959,278.284141627752
"270","Bepa","con_heat","Bepa_con_heat_B1_R1",7.9065057684556,345.122599734838,-44.9363090088556,"CCI",443.857762303871,345.122599734838,246.387437165805
"271","Bepa","con_heat","Bepa_con_heat_B1_R4",8.66173690149302,301.645289116722,-5.74506059307044,"CCI",314.268477450102,301.645289116722,289.022100783342
"272","Bepa","con_heat","Bepa_con_heat_B1_R5",8.16100034195429,222.464674409981,14.492614610527,"CCI",190.621145397869,222.464674409981,254.308203422092
"273","Bepa","defol2","Bepa_defol2_B1_R3",18.9897483261613,292.603375173821,-28.8023305793391,"CCI",355.888563807307,292.603375173821,229.318186540334
"274","Bepa","defol2","Bepa_defol2_B1_R4",9.45228790669363,308.349123692184,-3.12358161360049,"CCI",315.212333982902,308.349123692184,301.485913401465
"275","Bepa","Con","Bepa_Con_B2_R6",16.1762611946084,215.268885306836,-63.9005048578135,"CCI",355.672645084616,215.268885306836,74.8651255290552
"276","Bepa","Con","Bepa_Con_B2_R8",7.07928534112257,281.883653035433,-15.2351049350447,"CCI",315.35860003701,281.883653035433,248.408706033856
"277","Bepa","Con","Bepa_Con_B2_R9",26.5469176116169,236.45834759187,-56.6871856017496,"CCI",361.012825016054,236.45834759187,111.903870167686
"278","Bepa","Dro1","Bepa_Dro1_B2_R8",19.9217959954002,272.12242634639,-52.2938406378042,"CCI",387.023738239077,272.12242634639,157.221114453703
"279","Bepa","Dro1","Bepa_Dro1_B3_R15",10.9767335945721,312.701850497113,-16.3080815619428,"CCI",348.534368114217,312.701850497113,276.869332880008
"280","Bepa","Dro2","Bepa_Dro2_B2_R7",12.6163844106632,330.053828883271,-40.0225914770568,"CCI",417.992450525348,330.053828883271,242.115207241195
"281","Bepa","Dro2","Bepa_Dro2_B2_R8",23.720439477683,248.17247624248,-44.5516706114876,"CCI",346.062501871428,248.17247624248,150.282450613532
"282","Bepa","Dro2","Bepa_Dro2_B2_R9",14.4391094535122,292.597655319519,-7.07973940781911,"CCI",308.153432747515,292.597655319519,277.041877891523
"283","Bepa","Dro2","Bepa_Dro2_B2_R10",8.3342922471605,296.515545415787,-5.64481928040164,"CCI",308.918481073307,296.515545415787,284.112609758267
"284","Bepa","Dro2","Bepa_Dro2_B3_R11",11.3435624590147,297.626534869818,-5.3293536752592,"CCI",309.336321746415,297.626534869818,285.916747993222
"285","Bepa","Dro3","Bepa_Dro3_B2_R6",6.33743579671064,296.171083526941,-6.64192886449278,"CCI",310.764892868923,296.171083526941,281.577274184958
"286","Bepa","Dro3","Bepa_Dro3_B2_R8",17.6661215267878,301.606310325118,-4.4965785785398,"CCI",311.486303291809,301.606310325118,291.726317358426
"287","Bepa","Dro3","Bepa_Dro3_B3_R11",19.656353387299,304.514863227987,-5.0980715255069,"CCI",315.716471280849,304.514863227987,293.313255175126
"288","Bepa","Dro4","Bepa_Dro4_B2_R6",13.2352170543694,305.816783344117,-11.7368333436072,"CCI",331.605242026789,305.816783344117,280.028324661444
"289","Bepa","Dro4","Bepa_Dro4_B3_R12",11.2324026476506,301.60372645723,-7.46127567654756,"CCI",317.997824752021,301.60372645723,285.209628162439
"290","Bepa","Dro4","Bepa_Dro4_B3_R15",9.32995947974989,301.886834752541,-4.44619798936554,"CCI",311.656130250477,301.886834752541,292.117539254604
"291","Bepa","defol1","Bepa_defol1_B2_R7",13.9728776075537,305.154499555252,-30.8444684555262,"CCI",372.926723720605,305.154499555252,237.382275389898
"292","Bepa","defol1","Bepa_defol1_B2_R10",19.611470390774,282.956285592238,-29.698720166099,"CCI",348.211043456622,282.956285592238,217.701527727854
"293","Bepa","defol1","Bepa_defol1_B3_R15",18.3406439056201,294.266031877694,-3.80155146593789,"CCI",302.618894190661,294.266031877694,285.913169564727
"294","Bepa","GS_ext","Bepa_GS_ext_B2_R10",7.99999999988444,262.000000050534,-0.546961483274842,"CCI",263.201797264441,262.000000050534,260.798202836626
"295","Bepa","GS_ext_heat","Bepa_GS_ext_heat_B2_R6",9.23531518392263,293.922415688281,-10.4975282087906,"CCI",316.987842669916,293.922415688281,270.856988706646
"296","Bepa","GS_ext_heat","Bepa_GS_ext_heat_B2_R7",8.16657754727999,285.948610382696,-16.894823964827,"CCI",323.070332827983,285.948610382696,248.826887937409
"297","Bepa","con_heat","Bepa_con_heat_B3_R14",10.0388940553614,298.97739159401,-31.9230331350498,"CCI",369.11946458146,298.97739159401,228.83531860656
"298","Bepa","defol2","Bepa_defol2_B2_R8",24.309903941398,173.073276863687,-83.8930970746904,"CCI",357.40525162505,173.073276863687,-11.2586978976756
"299","Quma","Con","Quma_Con_B2_R6",14.8091831443307,322.754636260674,-16.3333980806188,"CCI",358.642779954826,322.754636260674,286.866492566522
"300","Quma","Con","Quma_Con_B2_R7",12.0015173438747,310.292637362996,-13.1680100827512,"CCI",339.225712751428,310.292637362996,281.359561974564
"301","Quma","Con","Quma_Con_B2_R8",7.29641166719241,295.021648852645,-16.374175471816,"CCI",330.999389632935,295.021648852645,259.043908072355
"302","Quma","Con","Quma_Con_B2_R9",9.69034017979532,296.011194332896,-18.4441013785075,"CCI",336.537027188633,296.011194332896,255.485361477158
"303","Quma","Con","Quma_Con_B3_R12",10.0000085682885,278.581690211215,-0.686526153476268,"CCI",280.090142348617,278.581690211215,277.073238073812
"304","Quma","Con","Quma_Con_B3_R13",9.83321377736676,298.990929587371,-10.3302972393756,"CCI",321.688912572916,298.990929587371,276.292946601827
"305","Quma","Dro1","Quma_Dro1_B2_R8",18.3307809062954,306.833989054517,-2.42024533740533,"CCI",312.151811593047,306.833989054517,301.516166515987
"306","Quma","Dro1","Quma_Dro1_B2_R10",31.5848128091518,258.211858626656,-59.1775155009039,"CCI",388.238150110937,258.211858626656,128.185567142375
"307","Quma","Dro1","Quma_Dro1_B3_R12",15.6606404940449,236.238942232109,-46.3574408006436,"CCI",338.096650501692,236.238942232109,134.381233962526
"308","Quma","Dro1","Quma_Dro1_B3_R13",13.175305990942,279.314130874,-9.44822059062522,"CCI",300.073993367816,279.314130874,258.554268380184
"309","Quma","Dro1","Quma_Dro1_B3_R15",7.79659490672108,281.945667829527,-5.7386090140913,"CCI",294.554680595011,281.945667829527,269.336655064042
"310","Quma","Dro2","Quma_Dro2_B2_R6",18.699293330576,298.398651432093,-55.6719536699128,"CCI",420.722436303949,298.398651432093,176.074866560237
"311","Quma","Dro2","Quma_Dro2_B2_R7",7.20636738059457,305.051535016053,-5.0287140121768,"CCI",316.100749036003,305.051535016053,294.002320996103
"312","Quma","Dro2","Quma_Dro2_B2_R10",5.44331696370366,213.06527156897,14.9949704093117,"CCI",180.117954049201,213.06527156897,246.012589088739
"313","Quma","Dro2","Quma_Dro2_B3_R12",6.43060664464244,315.15334747021,-14.9550795607475,"CCI",348.013015837103,315.15334747021,282.293679103317
"314","Quma","Dro2","Quma_Dro2_B3_R13",13.1551126986395,245.493194614488,12.6227093978821,"CCI",217.758267292888,245.493194614488,273.228121936087
"315","Quma","Dro3","Quma_Dro3_B2_R8",9.54787056145866,314.843825916698,-6.74493027183509,"CCI",329.663952482393,314.843825916698,300.023699351003
"316","Quma","Dro3","Quma_Dro3_B2_R9",6.22205698133055,291.582307395049,-3.26556998428672,"CCI",298.757498023535,291.582307395049,284.407116766563
"317","Quma","Dro3","Quma_Dro3_B2_R10",10.3440614825279,273.881812082425,-13.4849545975036,"CCI",303.511285748323,273.881812082425,244.252338416527
"318","Quma","Dro3","Quma_Dro3_B3_R12",7.39840505851487,286.732421745406,-5.99808779397081,"CCI",299.911567663339,286.732421745406,273.553275827473
"319","Quma","Dro3","Quma_Dro3_B3_R13",8.75422343972682,279.220265233528,-4.16326776983246,"CCI",288.367899499435,279.220265233528,270.07263096762
"320","Quma","Dro3","Quma_Dro3_B3_R15",18.3615688006727,293.667944767237,-21.9844835675171,"CCI",341.97279238183,293.667944767237,245.363097152644
"321","Quma","defol1","Quma_defol1_B2_R6",11.6777346721015,327.47612213039,-11.8172326324901,"CCI",353.441236106597,327.47612213039,301.511008154183
"322","Quma","defol1","Quma_defol1_B2_R7",13.5876427381893,302.384591143443,-8.77524005915254,"CCI",321.665764273438,302.384591143443,283.103418013447
"323","Quma","defol1","Quma_defol1_B2_R9",81.908851814277,169.410574141124,-60.8516526983902,"CCI",303.115321021555,169.410574141124,35.7058272606933
"324","Quma","defol1","Quma_defol1_B2_R10",15.3603486876385,233.716487365241,8.67751044568892,"CCI",214.650048143882,233.716487365241,252.782926586601
"325","Quma","GS_ext","Quma_GS_ext_B2_R7",7.76177196445264,236.686098868963,17.9522697708393,"CCI",197.240930509505,236.686098868963,276.131267228422
"326","Quma","GS_ext","Quma_GS_ext_B2_R8",8.97902754863236,294.729258251288,-13.4247882100297,"CCI",324.226532851899,294.729258251288,265.231983650677
"327","Quma","GS_ext","Quma_GS_ext_B3_R12",7.37625784026069,273.729598707049,-3.81015585672486,"CCI",282.101366798926,273.729598707049,265.357830615171
"328","Quma","GS_ext","Quma_GS_ext_B3_R14",10.2647109221415,191.292932984764,18.7844509716411,"CCI",150.019275638107,191.292932984764,232.566590331421
"329","Quma","GS_ext_heat","Quma_GS_ext_heat_B2_R8",11.3513118013727,292.737681389238,-6.76159608897213,"CCI",307.594426497948,292.737681389238,277.880936280528
"330","Quma","GS_ext_heat","Quma_GS_ext_heat_B2_R9",9.17024028268318,291.982852191217,-13.7966833768315,"CCI",322.297263992517,291.982852191217,261.668440389917
"331","Quma","GS_ext_heat","Quma_GS_ext_heat_B3_R11",16.9783476641336,301.836710310517,-10.4269515653908,"CCI",324.747064556688,301.836710310517,278.926356064346
"332","Quma","GS_ext_heat","Quma_GS_ext_heat_B3_R12",14.4136415972568,292.903548594202,-11.9025672608331,"CCI",319.056161913102,292.903548594202,266.750935275303
"333","Quma","con_heat","Quma_con_heat_B2_R6",11.3016349003415,233.025240789433,10.4885339238946,"CCI",209.979576271627,233.025240789433,256.070905307239
"334","Quma","con_heat","Quma_con_heat_B2_R7",12.2334356522966,278.139451280689,-6.49144475521322,"CCI",292.402613239263,278.139451280689,263.876289322114
"335","Quma","con_heat","Quma_con_heat_B3_R14",22.1698009064853,296.334593013178,-8.26946330931459,"CCI",314.504461037784,296.334593013178,278.164724988572
"336","Quma","defol2","Quma_defol2_B2_R6",14.7795281822486,319.907014233893,-6.06665256998828,"CCI",333.236812362832,319.907014233893,306.577216104955
"337","Quma","defol2","Quma_defol2_B2_R9",11.603942627362,227.470925846363,14.109127324018,"CCI",196.470004525265,227.470925846363,258.471847167461
"338","Quma","defol2","Quma_defol2_B2_R10",10.7212028296747,201.896729319402,21.510938405214,"CCI",154.6323667739,201.896729319402,249.161091864904
"339","Quma","defol2","Quma_defol2_B3_R13",15.8354708033386,306.407966243203,-3.21554498700463,"CCI",313.473240718179,306.407966243203,299.342691768226
"340","Quma","defol2","Quma_defol2_B3_R14",14.8323203050983,224.434694907074,12.6469067418897,"CCI",196.646600586515,224.434694907074,252.222789227634
"341","Quma","defol2","Quma_defol2_B3_R15",17.1685328572948,139.031924747855,57.7929170993188,"CCI",12.0479069012766,139.031924747855,266.015942594433
"342","Quma","Dro1","Quma_Dro1_B1_R1",12.9100594461471,298.018892138283,-6.085016066807,"CCI",311.389038993757,298.018892138283,284.648745282809
"343","Quma","Dro1","Quma_Dro1_B1_R2",28.4047756561835,223.857879292467,30.6026255159274,"CCI",156.617038377855,223.857879292467,291.098720207079
"344","Quma","Dro1","Quma_Dro1_B1_R4",12.9206740143824,306.879915843608,-33.64305471195,"CCI",380.801262513371,306.879915843608,232.958569173844
"345","Quma","Dro1","Quma_Dro1_B1_R5",8.91738977697717,293.393464642447,-5.09431528558186,"CCI",304.586819392627,293.393464642447,282.200109892267
"346","Quma","Dro2","Quma_Dro2_B1_R4",11.8762678676816,283.758485868603,-4.58984255677055,"CCI",293.843400740443,283.758485868603,273.673570996763
"347","Quma","Dro2","Quma_Dro2_B1_R5",8.52776968152134,291.057784816984,-4.72905004692855,"CCI",301.448569807549,291.057784816984,280.66699982642
"348","Quma","Dro3","Quma_Dro3_B1_R4",6.23461554713203,235.991518126141,9.00248016365116,"CCI",216.211047453584,235.991518126141,255.771988798697
"349","Quma","defol1","Quma_defol1_B1_R1",13.9780958896081,325.000112713535,-25.3032361633145,"CCI",380.597005097712,325.000112713535,269.403220329358
"350","Quma","defol1","Quma_defol1_B1_R2",15.6137104607115,297.886179217736,-11.1565494126994,"CCI",322.399623785585,297.886179217736,273.372734649886
"351","Quma","defol1","Quma_defol1_B1_R3",7.14807380387582,310.501272688897,-8.8354793814869,"CCI",329.914805138448,310.501272688897,291.087740239347
"352","Quma","defol1","Quma_defol1_B1_R4",13.3270266004132,312.325598495785,-6.04964984119048,"CCI",325.618037811127,312.325598495785,299.033159180444
"353","Quma","defol1","Quma_defol1_B1_R5",16.9999999972799,309.394718053088,-0.905399306474521,"CCI",311.384083661577,309.394718053088,307.405352444599
"354","Quma","GS_ext","Quma_GS_ext_B1_R1",14.3101963899544,320.046826935041,-9.99519552161529,"CCI",342.008516190415,320.046826935041,298.085137679667
"355","Quma","con_heat","Quma_con_heat_B1_R2",13.859134581499,305.43014655746,-14.2738199125548,"CCI",336.792934481796,305.43014655746,274.067358633123
"356","Quma","con_heat","Quma_con_heat_B1_R4",14.3533304686116,307.21069628813,-21.8840337399782,"CCI",355.294833072865,307.21069628813,259.126559503395
"357","Quma","con_heat","Quma_con_heat_B1_R5",19.1319727025144,292.806026482549,-30.0948890946291,"CCI",358.931256453476,292.806026482549,226.680796511622
"358","Prvi","Con","Prvi_Con_B2_R6",90.6890256479548,264.947542733773,-2.40279498435859,"Percentage",270.227022927706,264.947542733773,259.66806253984
"359","Prvi","Con","Prvi_Con_B2_R7",80.8685070909853,268.259637887842,-3.38006178955811,"Percentage",275.686392724775,268.259637887842,260.83288305091
"360","Prvi","Con","Prvi_Con_B2_R8",90.1477204305353,265.98422307004,-1.92827438656647,"Percentage",270.221074944052,265.98422307004,261.747371196028
