#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
3375,04-09-2023 20:45:10,3.129,,,,
3376,04-09-2023 20:55:10,3.247,,,,
3377,04-09-2023 21:05:10,3.268,,,,
3378,04-09-2023 21:15:10,3.086,,,,
3379,04-09-2023 21:25:10,3.022,,,,
3380,04-09-2023 21:35:10,3.150,,,,
3381,04-09-2023 21:45:10,3.172,,,,
3382,04-09-2023 21:55:10,3.032,,,,
3383,04-09-2023 22:05:10,3.011,,,,
3384,04-09-2023 22:15:10,3.043,,,,
3385,04-09-2023 22:25:10,3.193,,,,
3386,04-09-2023 22:35:10,3.172,,,,
3387,04-09-2023 22:45:10,3.065,,,,
3388,04-09-2023 22:55:10,3.032,,,,
3389,04-09-2023 23:05:10,3.215,,,,
3390,04-09-2023 23:15:10,3.097,,,,
3391,04-09-2023 23:25:10,3.140,,,,
3392,04-09-2023 23:35:10,2.990,,,,
3393,04-09-2023 23:45:10,3.000,,,,
3394,04-09-2023 23:55:10,3.129,,,,
3395,04-10-2023 00:05:10,3.193,,,,
3396,04-10-2023 00:15:10,3.032,,,,
3397,04-10-2023 00:25:10,2.914,,,,
3398,04-10-2023 00:35:10,3.140,,,,
3399,04-10-2023 00:45:10,3.150,,,,
3400,04-10-2023 00:55:10,3.065,,,,
3401,04-10-2023 01:05:10,2.914,,,,
3402,04-10-2023 01:15:10,3.054,,,,
3403,04-10-2023 01:25:10,3.225,,,,
3404,04-10-2023 01:35:10,3.140,,,,
3405,04-10-2023 01:45:10,3.000,,,,
3406,04-10-2023 01:55:10,3.043,,,,
3407,04-10-2023 02:05:10,3.065,,,,
3408,04-10-2023 02:15:10,3.193,,,,
3409,04-10-2023 02:25:10,3.011,,,,
3410,04-10-2023 02:35:10,2.990,,,,
3411,04-10-2023 02:45:10,2.968,,,,
3412,04-10-2023 02:55:10,3.097,,,,
3413,04-10-2023 03:05:10,3.150,,,,
3414,04-10-2023 03:15:10,3.022,,,,
3415,04-10-2023 03:25:10,2.957,,,,
3416,04-10-2023 03:35:10,3.043,,,,
3417,04-10-2023 03:45:10,3.215,,,,
3418,04-10-2023 03:55:10,3.022,,,,
3419,04-10-2023 04:05:10,2.990,,,,
3420,04-10-2023 04:15:10,3.108,,,,
3421,04-10-2023 04:25:10,3.108,,,,
3422,04-10-2023 04:35:10,3.054,,,,
3423,04-10-2023 04:45:10,2.957,,,,
3424,04-10-2023 04:55:10,2.990,,,,
3425,04-10-2023 05:05:10,3.011,,,,
3426,04-10-2023 05:15:10,3.161,,,,
3427,04-10-2023 05:25:10,3.065,,,,
3428,04-10-2023 05:35:10,2.968,,,,
3429,04-10-2023 05:45:10,3.075,,,,
3430,04-10-2023 05:55:10,3.108,,,,
3431,04-10-2023 06:05:10,3.086,,,,
3432,04-10-2023 06:15:10,3.000,,,,
3433,04-10-2023 06:25:10,2.990,,,,
3434,04-10-2023 06:35:10,3.429,,,,
3435,04-10-2023 06:45:10,4.244,,,,
3436,04-10-2023 06:55:10,4.620,,,,
3437,04-10-2023 07:05:10,4.770,,,,
3438,04-10-2023 07:15:10,4.909,,,,
3439,04-10-2023 07:25:10,5.135,,,,
3440,04-10-2023 07:35:10,5.124,,,,
3441,04-10-2023 07:45:10,5.017,,,,
3442,04-10-2023 07:55:10,4.952,,,,
3443,04-10-2023 08:05:10,5.145,,,,
3444,04-10-2023 08:15:10,5.295,,,,
3445,04-10-2023 08:25:10,5.199,,,,
3446,04-10-2023 08:35:10,5.059,,,,
3447,04-10-2023 08:45:10,5.156,,,,
3448,04-10-2023 08:55:10,5.263,,,,
3449,04-10-2023 09:05:10,5.220,,,,
3450,04-10-2023 09:15:10,5.156,,,,
3451,04-10-2023 09:25:10,5.081,,,,
3452,04-10-2023 09:35:10,5.274,,,,
3453,04-10-2023 09:45:10,5.231,,,,
3454,04-10-2023 09:55:10,5.135,,,,
3455,04-10-2023 10:05:10,5.156,,,,
3456,04-10-2023 10:15:10,5.231,,,,
3457,04-10-2023 10:25:10,5.338,,,,
3458,04-10-2023 10:35:10,5.328,,,,
3459,04-10-2023 10:45:10,5.167,,,,
3460,04-10-2023 10:55:10,5.113,,,,
3461,04-10-2023 11:05:10,5.253,,,,
3462,04-10-2023 11:15:10,5.188,,,,
3463,04-10-2023 11:25:10,5.231,,,,
3464,04-10-2023 11:35:10,5.092,,,,
3465,04-10-2023 11:45:10,5.285,,,,
3466,04-10-2023 11:55:10,5.338,,,,
3467,04-10-2023 12:05:10,5.253,,,,
3468,04-10-2023 12:15:10,5.210,,,,
3469,04-10-2023 12:25:10,5.188,,,,
3470,04-10-2023 12:35:10,5.338,,,,
3471,04-10-2023 12:45:10,5.349,,,,
3472,04-10-2023 12:55:10,5.188,,,,
3473,04-10-2023 13:05:10,5.145,,,,
3474,04-10-2023 13:15:10,5.263,,,,
3475,04-10-2023 13:25:10,5.371,,,,
3476,04-10-2023 13:35:10,5.317,,,,
3477,04-10-2023 13:45:10,5.167,,,,
3478,04-10-2023 13:55:10,5.145,,,,
3479,04-10-2023 14:05:10,5.403,,,,
3480,04-10-2023 14:15:10,5.263,,,,
3481,04-10-2023 14:25:10,5.177,,,,
3482,04-10-2023 14:35:10,5.102,,,,
3483,04-10-2023 14:45:10,5.295,,,,
3484,04-10-2023 14:55:10,5.306,,,,
3485,04-10-2023 15:05:10,5.274,,,,
3486,04-10-2023 15:15:10,5.081,,,,
3487,04-10-2023 15:25:10,5.199,,,,
3488,04-10-2023 15:35:10,5.285,,,,
3489,04-10-2023 15:45:10,5.306,,,,
3490,04-10-2023 15:55:10,5.220,,,,
3491,04-10-2023 16:05:10,5.156,,,,
3492,04-10-2023 16:15:10,5.349,,,,
3493,04-10-2023 16:25:10,5.338,,,,
3494,04-10-2023 16:35:10,5.338,,,,
3495,04-10-2023 16:45:10,5.188,,,,
3496,04-10-2023 16:55:10,5.135,,,,
3497,04-10-2023 17:05:10,5.349,,,,
3498,04-10-2023 17:15:10,5.274,,,,
3499,04-10-2023 17:25:10,5.156,,,,
3500,04-10-2023 17:35:10,5.081,,,,
3501,04-10-2023 17:45:10,5.285,,,,
3502,04-10-2023 17:55:10,5.360,,,,
3503,04-10-2023 18:05:10,5.328,,,,
3504,04-10-2023 18:15:10,5.145,,,,
3505,04-10-2023 18:25:10,5.188,,,,
3506,04-10-2023 18:35:10,5.371,,,,
3507,04-10-2023 18:45:10,5.317,,,,
3508,04-10-2023 18:55:10,5.177,,,,
3509,04-10-2023 19:05:10,5.167,,,,
3510,04-10-2023 19:15:10,5.317,,,,
3511,04-10-2023 19:25:10,5.349,,,,
3512,04-10-2023 19:35:10,5.242,,,,
3513,04-10-2023 19:45:10,4.652,,,,
3514,04-10-2023 19:55:10,3.955,,,,
3515,04-10-2023 20:05:10,3.772,,,,
3516,04-10-2023 20:15:10,3.569,,,,
3517,04-10-2023 20:25:10,3.311,,,,
3518,04-10-2023 20:35:10,3.172,,,,
3519,04-10-2023 20:45:10,3.225,,,,
3520,04-10-2023 20:55:10,3.311,,,,
3521,04-10-2023 21:05:10,3.183,,,,
3522,04-10-2023 21:15:10,3.086,,,,
3523,04-10-2023 21:25:10,3.075,,,,
3524,04-10-2023 21:35:10,3.258,,,,
3525,04-10-2023 21:45:10,3.225,,,,
3526,04-10-2023 21:55:10,3.086,,,,
3527,04-10-2023 22:05:10,3.043,,,,
3528,04-10-2023 22:15:10,3.161,,,,
3529,04-10-2023 22:25:10,3.150,,,,
3530,04-10-2023 22:35:10,3.054,,,,
3531,04-10-2023 22:45:10,3.022,,,,
3532,04-10-2023 22:55:10,3.065,,,,
3533,04-10-2023 23:05:10,3.161,,,,
3534,04-10-2023 23:15:10,3.225,,,,
3535,04-10-2023 23:25:10,3.011,,,,
3536,04-10-2023 23:35:10,2.947,,,,
3537,04-10-2023 23:45:10,2.990,,,,
3538,04-10-2023 23:55:10,3.108,,,,
3539,04-11-2023 00:05:10,3.129,,,,
3540,04-11-2023 00:15:10,3.011,,,,
3541,04-11-2023 00:25:10,3.086,,,,
3542,04-11-2023 00:35:10,3.054,,,,
3543,04-11-2023 00:45:10,3.129,,,,
3544,04-11-2023 00:55:10,3.000,,,,
3545,04-11-2023 01:05:10,2.947,,,,
3546,04-11-2023 01:15:10,3.086,,,,
3547,04-11-2023 01:25:10,3.140,,,,
3548,04-11-2023 01:35:10,2.979,,,,
3549,04-11-2023 01:45:10,2.936,,,,
3550,04-11-2023 01:55:10,2.957,,,,
3551,04-11-2023 02:05:10,3.097,,,,
3552,04-11-2023 02:15:10,3.172,,,,
3553,04-11-2023 02:25:10,3.011,,,,
3554,04-11-2023 02:35:10,2.936,,,,
3555,04-11-2023 02:45:10,3.086,,,,
3556,04-11-2023 02:55:10,3.161,,,,
3557,04-11-2023 03:05:10,3.075,,,,
3558,04-11-2023 03:15:10,3.000,,,,
3559,04-11-2023 03:25:10,3.043,,,,
3560,04-11-2023 03:35:10,3.161,,,,
3561,04-11-2023 03:45:10,3.161,,,,
3562,04-11-2023 03:55:10,2.979,,,,
3563,04-11-2023 04:05:10,2.947,,,,
3564,04-11-2023 04:15:10,3.129,,,,
3565,04-11-2023 04:25:10,3.140,,,,
3566,04-11-2023 04:35:10,2.990,,,,
3567,04-11-2023 04:45:10,2.914,,,,
3568,04-11-2023 04:55:10,3.086,,,,
3569,04-11-2023 05:05:10,3.108,,,,
3570,04-11-2023 05:15:10,3.118,,,,
3571,04-11-2023 05:25:10,2.968,,,,
3572,04-11-2023 05:35:10,3.000,,,,
3573,04-11-2023 05:45:10,3.150,,,,
3574,04-11-2023 05:55:10,3.140,,,,
3575,04-11-2023 06:05:10,3.022,,,,
3576,04-11-2023 06:15:10,2.936,,,,
3577,04-11-2023 06:25:10,2.947,,,,
3578,04-11-2023 06:35:10,3.494,,,,
3579,04-11-2023 06:45:10,4.255,,,,
3580,04-11-2023 06:55:10,4.459,,,,
3581,04-11-2023 07:05:10,4.716,,,,
3582,04-11-2023 07:15:10,5.102,,,,
3583,04-11-2023 07:25:10,5.145,,,,
3584,04-11-2023 07:35:10,5.092,,,,
3585,04-11-2023 07:45:10,5.017,,,,
3586,04-11-2023 07:55:10,5.059,,,,
3587,04-11-2023 08:05:10,5.253,,,,
3588,04-11-2023 08:15:10,5.177,,,,
3589,04-11-2023 08:25:10,5.177,,,,
3590,04-11-2023 08:35:10,5.145,,,,
3591,04-11-2023 08:45:10,5.210,,,,
3592,04-11-2023 08:55:10,5.317,,,,
3593,04-11-2023 09:05:10,5.167,,,,
3594,04-11-2023 09:15:10,5.124,,,,
3595,04-11-2023 09:25:10,5.295,,,,
3596,04-11-2023 09:35:10,5.338,,,,
3597,04-11-2023 09:45:10,5.328,,,,
3598,04-11-2023 09:55:10,5.167,,,,
3599,04-11-2023 10:05:10,5.145,,,,
3600,04-11-2023 10:15:10,5.263,,,,
3601,04-11-2023 10:25:10,5.317,,,,
3602,04-11-2023 10:35:10,5.145,,,,
3603,04-11-2023 10:45:10,5.177,,,,
3604,04-11-2023 10:55:10,5.274,,,,
3605,04-11-2023 11:05:10,5.424,,,,
3606,04-11-2023 11:15:10,5.295,,,,
3607,04-11-2023 11:25:10,5.135,,,,
3608,04-11-2023 11:35:10,5.113,,,,
3609,04-11-2023 11:45:10,5.371,,,,
3610,04-11-2023 11:55:10,5.371,,,,
3611,04-11-2023 12:05:10,5.210,,,,
3612,04-11-2023 12:15:10,5.177,,,,
3613,04-11-2023 12:25:10,5.263,,,,
3614,04-11-2023 12:35:10,5.328,,,,
3615,04-11-2023 12:45:10,5.338,,,,
3616,04-11-2023 12:55:10,5.135,,,,
3617,04-11-2023 13:05:10,5.199,,,,
3618,04-11-2023 13:15:10,5.253,,,,
3619,04-11-2023 13:25:10,5.371,,,,
3620,04-11-2023 13:35:10,5.210,,,,
3621,04-11-2023 13:45:10,5.113,,,,
3622,04-11-2023 13:55:10,5.295,,,,
3623,04-11-2023 14:05:10,5.295,,,,
3624,04-11-2023 14:15:10,5.328,,,,
3625,04-11-2023 14:25:10,5.242,,,,
3626,04-11-2023 14:35:10,5.177,,,,
3627,04-11-2023 14:45:10,5.295,,,,
3628,04-11-2023 14:55:10,5.210,,,,
3629,04-11-2023 15:05:10,5.210,,,,
3630,04-11-2023 15:15:10,5.188,,,,
3631,04-11-2023 15:25:10,5.274,,,,
3632,04-11-2023 15:35:10,5.349,,,,
3633,04-11-2023 15:45:10,5.231,,,,
3634,04-11-2023 15:55:10,5.253,,,,
3635,04-11-2023 16:05:10,5.210,,,,
3636,04-11-2023 16:15:10,5.317,,,,
3637,04-11-2023 16:25:10,5.403,,,,
3638,04-11-2023 16:35:10,5.274,,,,
3639,04-11-2023 16:45:10,5.199,,,,
3640,04-11-2023 16:55:10,5.274,,,,
3641,04-11-2023 17:05:10,5.295,,,,
3642,04-11-2023 17:15:10,5.317,,,,
3643,04-11-2023 17:25:10,5.113,,,,
3644,04-11-2023 17:35:10,5.177,,,,
3645,04-11-2023 17:45:10,5.295,,,,
3646,04-11-2023 17:55:10,5.381,,,,
3647,04-11-2023 18:05:10,5.167,,,,
3648,04-11-2023 18:15:10,5.167,,,,
3649,04-11-2023 18:25:10,5.274,,,,
3650,04-11-2023 18:35:10,5.371,,,,
3651,04-11-2023 18:45:10,5.263,,,,
3652,04-11-2023 18:55:10,5.231,,,,
3653,04-11-2023 19:05:10,5.156,,,,
3654,04-11-2023 19:15:10,5.371,,,,
3655,04-11-2023 19:25:10,5.285,,,,
3656,04-11-2023 19:35:10,5.177,,,,
3657,04-11-2023 19:45:10,4.620,,,,
3658,04-11-2023 19:55:10,4.159,,,,
3659,04-11-2023 20:05:10,3.794,,,,
3660,04-11-2023 20:15:10,3.483,,,,
3661,04-11-2023 20:25:10,3.236,,,,
3662,04-11-2023 20:35:10,3.225,,,,
3663,04-11-2023 20:45:10,3.343,,,,
3664,04-11-2023 20:55:10,3.225,,,,
3665,04-11-2023 21:05:10,3.129,,,,
3666,04-11-2023 21:15:10,3.000,,,,
3667,04-11-2023 21:25:10,3.075,,,,
3668,04-11-2023 21:35:10,3.247,,,,
3669,04-11-2023 21:45:10,3.129,,,,
3670,04-11-2023 21:55:10,3.011,,,,
3671,04-11-2023 22:05:10,3.097,,,,
3672,04-11-2023 22:15:10,3.258,,,,
3673,04-11-2023 22:25:10,3.150,,,,
3674,04-11-2023 22:35:10,3.054,,,,
3675,04-11-2023 22:45:10,3.022,,,,
3676,04-11-2023 22:55:10,3.140,,,,
3677,04-11-2023 23:05:10,3.129,,,,
3678,04-11-2023 23:15:10,3.054,,,,
3679,04-11-2023 23:25:10,2.979,,,,
3680,04-11-2023 23:35:10,2.947,,,,
3681,04-11-2023 23:45:10,3.108,,,,
3682,04-11-2023 23:55:10,3.225,,,,
3683,04-12-2023 00:05:10,3.097,,,,
3684,04-12-2023 00:15:10,2.936,,,,
3685,04-12-2023 00:25:10,3.075,,,,
3686,04-12-2023 00:35:10,3.225,,,,
3687,04-12-2023 00:45:10,3.086,,,,
3688,04-12-2023 00:55:10,3.022,,,,
3689,04-12-2023 01:05:10,3.011,,,,
3690,04-12-2023 01:15:10,3.215,,,,
3691,04-12-2023 01:25:10,3.108,,,,
3692,04-12-2023 01:35:10,2.990,,,,
3693,04-12-2023 01:45:10,3.022,,,,
3694,04-12-2023 01:55:10,3.086,,,,
3695,04-12-2023 02:05:10,3.193,,,,
3696,04-12-2023 02:15:10,3.011,,,,
3697,04-12-2023 02:25:10,2.893,,,,
3698,04-12-2023 02:35:10,2.914,,,,
3699,04-12-2023 02:45:10,3.140,,,,
3700,04-12-2023 02:55:10,3.150,,,,
3701,04-12-2023 03:05:10,3.000,,,,
3702,04-12-2023 03:15:10,2.936,,,,
3703,04-12-2023 03:25:10,3.022,,,,
3704,04-12-2023 03:35:10,3.193,,,,
3705,04-12-2023 03:45:10,3.075,,,,
3706,04-12-2023 03:55:10,2.990,,,,
3707,04-12-2023 04:05:10,2.968,,,,
3708,04-12-2023 04:15:10,3.097,,,,
3709,04-12-2023 04:25:10,3.215,,,,
3710,04-12-2023 04:35:10,3.032,,,,
3711,04-12-2023 04:45:10,2.990,,,,
3712,04-12-2023 04:55:10,3.150,,,,
3713,04-12-2023 05:05:10,3.129,,,,
3714,04-12-2023 05:15:10,3.022,,,,
3715,04-12-2023 05:25:10,2.979,,,,
3716,04-12-2023 05:35:10,3.086,,,,
3717,04-12-2023 05:45:10,3.161,,,,
3718,04-12-2023 05:55:10,3.150,,,,
3719,04-12-2023 06:05:10,3.011,,,,
3720,04-12-2023 06:15:10,2.893,,,,
3721,04-12-2023 06:25:10,3.172,,,,
3722,04-12-2023 06:35:10,3.483,,,,
3723,04-12-2023 06:45:10,4.169,,,,
3724,04-12-2023 06:55:10,4.470,,,,
3725,04-12-2023 07:05:10,4.802,,,,
3726,04-12-2023 07:15:10,5.027,,,,
3727,04-12-2023 07:25:10,5.049,,,,
3728,04-12-2023 07:35:10,5.027,,,,
3729,04-12-2023 07:45:10,5.081,,,,
3730,04-12-2023 07:55:10,5.263,,,,
3731,04-12-2023 08:05:10,5.274,,,,
3732,04-12-2023 08:15:10,5.135,,,,
3733,04-12-2023 08:25:10,5.038,,,,
3734,04-12-2023 08:35:10,5.059,,,,
3735,04-12-2023 08:45:10,5.220,,,,
3736,04-12-2023 08:55:10,5.306,,,,
3737,04-12-2023 09:05:10,5.145,,,,
3738,04-12-2023 09:15:10,5.167,,,,
3739,04-12-2023 09:25:10,5.274,,,,
3740,04-12-2023 09:35:10,5.317,,,,
3741,04-12-2023 09:45:10,5.317,,,,
3742,04-12-2023 09:55:10,5.145,,,,
3743,04-12-2023 10:05:10,5.156,,,,
3744,04-12-2023 10:15:10,5.231,,,,
3745,04-12-2023 10:25:10,5.220,,,,
3746,04-12-2023 10:35:10,5.231,,,,
3747,04-12-2023 10:45:10,5.210,,,,
3748,04-12-2023 10:55:10,5.349,,,,
3749,04-12-2023 11:05:10,5.381,,,,
3750,04-12-2023 11:15:10,5.210,,,,
3751,04-12-2023 11:25:10,5.167,,,,
3752,04-12-2023 11:35:10,5.253,,,,
3753,04-12-2023 11:45:10,5.392,,,,
3754,04-12-2023 11:55:10,5.274,,,,
3755,04-12-2023 12:05:10,5.135,,,,
3756,04-12-2023 12:15:10,5.102,,,,
3757,04-12-2023 12:25:10,5.210,,,,
3758,04-12-2023 12:35:10,5.285,,,,
3759,04-12-2023 12:45:10,5.285,,,,
3760,04-12-2023 12:55:10,5.177,,,,
3761,04-12-2023 13:05:10,5.274,,,,
3762,04-12-2023 13:15:10,5.328,,,,
3763,04-12-2023 13:25:10,5.328,,,,
3764,04-12-2023 13:35:10,5.177,,,,
3765,04-12-2023 13:45:10,5.145,,,,
3766,04-12-2023 13:55:10,5.381,,,,
3767,04-12-2023 14:05:10,5.371,,,,
3768,04-12-2023 14:15:10,5.242,,,,
3769,04-12-2023 14:25:10,5.027,,,,
3770,04-12-2023 14:35:10,5.253,,,,
3771,04-12-2023 14:45:10,5.317,,,,
3772,04-12-2023 14:55:10,5.328,,,,
3773,04-12-2023 15:05:10,5.167,,,,
3774,04-12-2023 15:15:10,5.210,,,,
3775,04-12-2023 15:25:10,5.295,,,,
3776,04-12-2023 15:35:10,5.285,,,,
3777,04-12-2023 15:45:10,5.231,,,,
3778,04-12-2023 15:55:10,5.156,,,,
3779,04-12-2023 16:05:10,5.253,,,,
3780,04-12-2023 16:15:10,5.403,,,,
3781,04-12-2023 16:25:10,5.381,,,,
3782,04-12-2023 16:35:10,5.135,,,,
3783,04-12-2023 16:45:10,5.156,,,,
3784,04-12-2023 16:55:10,5.349,,,,
3785,04-12-2023 17:05:10,5.338,,,,
3786,04-12-2023 17:15:10,5.188,,,,
3787,04-12-2023 17:25:10,5.145,,,,
3788,04-12-2023 17:35:10,5.231,,,,
3789,04-12-2023 17:45:10,5.253,,,,
3790,04-12-2023 17:55:10,5.220,,,,
3791,04-12-2023 18:05:10,5.188,,,,
3792,04-12-2023 18:15:10,5.177,,,,
3793,04-12-2023 18:25:10,5.328,,,,
3794,04-12-2023 18:35:10,5.328,,,,
3795,04-12-2023 18:45:10,5.188,,,,
3796,04-12-2023 18:55:10,5.070,,,,
3797,04-12-2023 19:05:10,5.231,,,,
3798,04-12-2023 19:15:10,5.381,,,,
3799,04-12-2023 19:25:10,5.295,,,,
3800,04-12-2023 19:35:10,5.220,,,,
3801,04-12-2023 19:45:10,4.695,,,,
3802,04-12-2023 19:55:10,4.180,,,,
3803,04-12-2023 20:05:10,3.719,,,,
3804,04-12-2023 20:15:10,3.376,,,,
3805,04-12-2023 20:25:10,3.183,,,,
3806,04-12-2023 20:35:10,3.193,,,,
3807,04-12-2023 20:45:10,3.376,,,,
3808,04-12-2023 20:55:10,3.215,,,,
3809,04-12-2023 21:05:10,3.097,,,,
3810,04-12-2023 21:15:10,3.129,,,,
3811,04-12-2023 21:25:10,3.258,,,,
3812,04-12-2023 21:35:10,3.204,,,,
3813,04-12-2023 21:45:10,3.011,,,,
3814,04-12-2023 21:55:10,2.947,,,,
3815,04-12-2023 22:05:10,3.150,,,,
3816,04-12-2023 22:15:10,3.236,,,,
3817,04-12-2023 22:25:10,3.075,,,,
3818,04-12-2023 22:35:10,3.000,,,,
3819,04-12-2023 22:45:10,3.065,,,,
3820,04-12-2023 22:55:10,3.161,,,,
3821,04-12-2023 23:05:10,3.193,,,,
3822,04-12-2023 23:15:10,3.043,,,,
3823,04-12-2023 23:25:10,2.936,,,,
3824,04-12-2023 23:35:10,3.086,,,,
3825,04-12-2023 23:45:10,3.215,,,,
3826,04-12-2023 23:55:10,3.075,,,,
3827,04-13-2023 00:05:10,3.000,,,,
3828,04-13-2023 00:15:10,3.108,,,,
3829,04-13-2023 00:25:10,3.075,,,,
3830,04-13-2023 00:35:10,3.172,,,,
3831,04-13-2023 00:45:10,3.000,,,,
3832,04-13-2023 00:55:10,2.861,,,,
3833,04-13-2023 01:05:10,3.150,,,,
3834,04-13-2023 01:15:10,3.129,,,,
3835,04-13-2023 01:25:10,3.086,,,,
3836,04-13-2023 01:35:10,2.979,,,,
3837,04-13-2023 01:45:10,3.022,,,,
3838,04-13-2023 01:55:10,3.140,,,,
3839,04-13-2023 02:05:10,3.118,,,,
3840,04-13-2023 02:15:10,2.990,,,,
3841,04-13-2023 02:25:10,2.990,,,,
3842,04-13-2023 02:35:10,3.097,,,,
3843,04-13-2023 02:45:10,3.086,,,,
3844,04-13-2023 02:55:10,3.075,,,,
3845,04-13-2023 03:05:10,3.011,,,,
3846,04-13-2023 03:15:10,3.043,,,,
3847,04-13-2023 03:25:10,3.183,,,,
3848,04-13-2023 03:35:10,3.086,,,,
3849,04-13-2023 03:45:10,2.957,,,,
3850,04-13-2023 03:55:10,2.957,,,,
3851,04-13-2023 04:05:10,3.011,,,,
3852,04-13-2023 04:15:10,3.086,,,,
3853,04-13-2023 04:25:10,3.065,,,,
3854,04-13-2023 04:35:10,3.032,,,,
3855,04-13-2023 04:45:10,3.118,,,,
3856,04-13-2023 04:55:10,3.054,,,,
3857,04-13-2023 05:05:10,3.065,,,,
3858,04-13-2023 05:15:10,2.957,,,,
3859,04-13-2023 05:25:10,2.968,,,,
3860,04-13-2023 05:35:10,3.108,,,,
3861,04-13-2023 05:45:10,3.172,,,,
3862,04-13-2023 05:55:10,3.011,,,,
3863,04-13-2023 06:05:10,2.990,,,,
3864,04-13-2023 06:15:10,3.086,,,,
3865,04-13-2023 06:25:10,3.097,,,,
3866,04-13-2023 06:35:10,3.483,,,,
3867,04-13-2023 06:45:10,4.126,,,,
3868,04-13-2023 06:55:10,4.512,,,,
3869,04-13-2023 07:05:10,4.856,,,,
3870,04-13-2023 07:15:10,4.952,,,,
3871,04-13-2023 07:25:10,4.984,,,,
3872,04-13-2023 07:35:10,5.038,,,,
3873,04-13-2023 07:45:10,5.145,,,,
3874,04-13-2023 07:55:10,5.295,,,,
3875,04-13-2023 08:05:10,5.285,,,,
3876,04-13-2023 08:15:10,5.081,,,,
3877,04-13-2023 08:25:10,5.156,,,,
3878,04-13-2023 08:35:10,5.167,,,,
3879,04-13-2023 08:45:10,5.220,,,,
3880,04-13-2023 08:55:10,5.102,,,,
3881,04-13-2023 09:05:10,5.135,,,,
3882,04-13-2023 09:15:10,5.188,,,,
3883,04-13-2023 09:25:10,5.253,,,,
3884,04-13-2023 09:35:10,5.317,,,,
3885,04-13-2023 09:45:10,5.135,,,,
3886,04-13-2023 09:55:10,5.124,,,,
3887,04-13-2023 10:05:10,5.167,,,,
3888,04-13-2023 10:15:10,5.306,,,,
3889,04-13-2023 10:25:10,5.199,,,,
3890,04-13-2023 10:35:10,5.177,,,,
3891,04-13-2023 10:45:10,5.295,,,,
3892,04-13-2023 10:55:10,5.381,,,,
3893,04-13-2023 11:05:10,5.231,,,,
3894,04-13-2023 11:15:10,5.188,,,,
3895,04-13-2023 11:25:10,5.177,,,,
3896,04-13-2023 11:35:10,5.403,,,,
3897,04-13-2023 11:45:10,5.317,,,,
3898,04-13-2023 11:55:10,5.210,,,,
3899,04-13-2023 12:05:10,5.156,,,,
3900,04-13-2023 12:15:10,5.285,,,,
3901,04-13-2023 12:25:10,5.446,,,,
3902,04-13-2023 12:35:10,5.360,,,,
3903,04-13-2023 12:45:10,5.145,,,,
3904,04-13-2023 12:55:10,5.081,,,,
3905,04-13-2023 13:05:10,5.231,,,,
3906,04-13-2023 13:15:10,5.338,,,,
3907,04-13-2023 13:25:10,5.220,,,,
3908,04-13-2023 13:35:10,5.135,,,,
3909,04-13-2023 13:45:10,5.263,,,,
3910,04-13-2023 13:55:10,5.392,,,,
3911,04-13-2023 14:05:10,5.413,,,,
3912,04-13-2023 14:15:10,5.081,,,,
3913,04-13-2023 14:25:10,5.124,,,,
3914,04-13-2023 14:35:10,5.317,,,,
3915,04-13-2023 14:45:10,5.371,,,,
3916,04-13-2023 14:55:10,5.188,,,,
3917,04-13-2023 15:05:10,5.135,,,,
3918,04-13-2023 15:15:10,5.220,,,,
3919,04-13-2023 15:25:10,5.360,,,,
3920,04-13-2023 15:35:10,5.306,,,,
3921,04-13-2023 15:45:10,5.177,,,,
3922,04-13-2023 15:55:10,5.177,,,,
3923,04-13-2023 16:05:10,5.317,,,,
3924,04-13-2023 16:15:10,5.371,,,,
3925,04-13-2023 16:25:10,5.167,,,,
3926,04-13-2023 16:35:10,5.102,,,,
3927,04-13-2023 16:45:10,5.306,,,,
3928,04-13-2023 16:55:10,5.349,,,,
3929,04-13-2023 17:05:10,5.253,,,,
3930,04-13-2023 17:15:10,5.177,,,,
3931,04-13-2023 17:25:10,5.199,,,,
3932,04-13-2023 17:35:10,5.328,,,,
3933,04-13-2023 17:45:10,5.317,,,,
3934,04-13-2023 17:55:10,5.177,,,,
3935,04-13-2023 18:05:10,5.059,,,,
3936,04-13-2023 18:15:10,5.231,,,,
3937,04-13-2023 18:25:10,5.338,,,,
3938,04-13-2023 18:35:10,5.317,,,,
3939,04-13-2023 18:45:10,5.177,,,,
3940,04-13-2023 18:55:10,5.177,,,,
3941,04-13-2023 19:05:10,5.317,,,,
3942,04-13-2023 19:15:10,5.306,,,,
3943,04-13-2023 19:25:10,5.199,,,,
3944,04-13-2023 19:35:10,5.059,,,,
3945,04-13-2023 19:45:10,4.706,,,,
3946,04-13-2023 19:55:10,4.105,,,,
3947,04-13-2023 20:05:10,3.708,,,,
3948,04-13-2023 20:15:10,3.354,,,,
3949,04-13-2023 20:25:10,3.354,,,,
3950,04-13-2023 20:35:10,3.311,,,,
3951,04-13-2023 20:45:10,3.247,,,,
3952,04-13-2023 20:55:10,3.108,,,,
3953,04-13-2023 21:05:10,3.065,,,,
3954,04-13-2023 21:15:10,3.225,,,,
3955,04-13-2023 21:25:10,3.215,,,,
